TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,POP_ESTIMATE_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Percent of Population Aged 60+,CNTY_FIPS,anycondition_prevalence,Obesity_prevalence,county_n,state_n
91243,13.02675274,15.49488728,16.07356181,11.70281556,10.78110102,11.53622744,11.37621516,6.366515788,3.641923216,26.32969104,70.87995791,0.273993621,1.005008603,0.214810999,1.296537817,91243,17.5,29.0,32.1,21.4,25104,29.5,43.7,38.8,38806,36490,41122,38361,36395,1966,5.1,38806,66.2,228.7,202.9,79.1,71.9,7.0,6.1,41.76397064,28.85747254,1.257689666,43.17778729,29.58606518,20.8,95,51.8,40.4,372,10
53446,12.35078397,12.84099839,12.15432399,12.5846649,13.05242675,14.15073158,12.10006362,7.246566628,3.519440183,92.7347229,4.129401639,0.488343375,0.64364031,0.05800247,1.945889309,53446,16.9,41.2,26.4,15.4,7259,13.8,20.2,17.4,56166,53423,58909,26257,25464,793,3.0,56166,107.3,253.1,225.8,85.1,77.8,8.1,7.4,45.3777185,9.410271477,0.907870151,28.31765418,19.6257843,21.1,43,48.1,35.4,1478,42
28558,14.92751593,13.57237902,13.24672596,13.29224736,11.18075495,12.11219273,10.8551019,6.31346733,4.499614819,91.61706002,3.753764269,1.859373906,0.833391694,0.322151411,1.614258702,28558,19.9,31.1,31.4,17.6,3409,12.2,15.3,15.3,55387,50467,60307,16473,15990,483,2.9,55387,77.0,285.7,262.5,95.4,88.9,7.8,7.1,14.51575472,11.26663242,0.446252908,12.55023629,13.65333337,21.5,87,39.3,29.2,51,5
24528,8.651337247,10.59605349,11.04859752,9.695042401,10.4574364,14.65264188,17.5921396,11.31767776,5.989073712,91.67074364,3.449119374,2.25456621,0.419928245,0.065231572,2.140410959,24528,9.4,36.1,34.5,20.0,3026,13.1,21.9,19.6,47401,43403,51399,10454,9854,600,5.7,47401,83.7,287.0,249.7,97.8,87.6,7.9,6.7,10.84580651,9.282734397,0.353347542,18.19494463,14.77925172,32.8,101,48.4,35.4,868,22
7634,7.767880534,10.91171077,7.309405292,8.73722819,11.29159025,17.29106628,21.39114488,11.71076762,3.589206183,94.57689285,0.510872413,1.244432801,0.759758973,0.353680901,2.554362064,7634,6.3,27.4,39.2,27.2,974,12.8,19.4,16.6,56837,50585,63089,3329,3188,141,4.2,56837,102.4,192.6,181.6,73.9,68.9,5.8,5.5,2.994053157,2.689425655,0.195831965,1.692858544,4.012379376,35.3,15,43.1,31.4,457,12
35470,9.154214829,9.441781787,9.574288131,9.698336622,10.28192839,16.39695517,18.05187482,11.33915985,6.061460389,95.94023118,0.659712433,1.158725684,0.631519594,0.028192839,1.581618269,35470,7.1,32.4,33.5,27.1,3266,9.4,13.7,12.6,53805,49160,58450,18233,17578,655,3.6,53805,88.5,264.9,238.3,94.6,86.4,7.9,7.1,18.55388464,11.22628995,0.811465523,18.62099833,19.9876771,33.4,85,40.5,34.4,476,49
6807,16.68870281,15.76318496,12.17863964,11.95827824,10.07786103,12.44307331,10.41574849,6.596151021,3.878360511,46.36403702,0.381959747,50.08079918,0.279124431,0.01469076,2.879388864,6807,10.9,25.9,41.3,21.8,1393,20.8,26.7,24.1,39237,35053,43421,2291,2193,98,4.3,39237,71.0,247.1,236.2,91.5,88.0,9.8,9.4,3.229513181,2.505435821,0.358834798,2.204270901,3.761357614,20.1,5,45.5,34.6,456,26
20154,13.56058351,12.99493897,10.65793391,10.99533591,10.64801032,13.68462836,13.19837253,7.591545103,6.668651384,96.79468096,1.275181105,0.322516622,0.54579736,0.019847177,1.041976779,20154,6.5,36.3,35.0,22.2,1576,8.0,9.4,8.5,60531,54509,66553,10811,10609,202,1.9,60531,100.8,218.2,193.1,84.8,77.9,6.9,6.5,12.27319657,5.446949364,0.753505305,8.160845589,13.7993641,25.9,27,42.1,33.8,115,15
10020,15.2994012,13.78243513,11.19760479,12.25548902,11.02794411,11.76646707,11.51696607,8.133732535,5.01996008,96.64670659,0.598802395,0.878243513,0.538922156,0.209580838,1.127744511,10020,11.9,33.5,32.5,22.1,1191,12.1,16.6,15.6,53253,47709,58797,6142,6017,125,2.0,53253,74.0,285.7,262.5,95.4,88.9,7.8,7.1,5.093068922,3.95306593,0.156574485,4.403437482,4.790475535,23.6,125,35.9,27.7,108,5
6578,9.060504713,11.41684403,23.35056248,13.92520523,14.65491031,12.49619945,6.932198237,4.940711462,3.222864092,89.40407419,7.55548799,0.896929158,0.562480997,0.106415324,1.474612344,6578,38.6,27.9,19.6,13.9,1096,24.6,26.4,25.5,46490,41777,51203,2133,2070,63,3.0,46490,76.7,224.8,199.9,72.9,66.5,6.2,5.4,2.268920343,1.33912137,0.119863166,2.488936861,2.202915387,15.4,169,47.7,37.3,1558,43
8460,11.27659574,12.31678487,8.345153664,11.86761229,11.00472813,12.6713948,16.61938534,10.22458629,5.673758865,95.1891253,0.768321513,1.690307329,0.709219858,0.011820331,1.631205674,8460,4.4,29.2,37.5,28.8,859,10.3,13.4,12.1,57676,51310,64042,4211,4043,168,4.0,57676,92.6,207.9,199.6,79.8,76.2,10.6,10.4,4.187995576,2.357577929,0.424656894,1.932921035,5.505896282,29.1,19,38.6,29.6,136,50
353813,12.78471961,13.18606156,11.9402057,13.96217776,12.94751747,14.8462606,11.19687519,6.156359433,2.979822675,84.53165938,6.863230011,0.872212157,4.804232744,0.061331833,2.867333874,353813,6.1,27.9,36.3,29.7,19568,5.6,7.4,7.0,82284,79732,84836,196586,191154,5432,2.8,82284,117.1,302.7,265.0,104.9,96.0,7.4,6.6,181.5984555,114.2556949,8.007987448,202.721887,221.0708976,18.4,3,40.1,33.1,894,23
61157,11.56368036,12.89631604,11.19577481,11.48192357,11.85636967,15.08085747,13.68445149,8.268881731,3.971744853,96.74280949,0.64587864,0.572297529,0.485635332,0.017986494,1.535392514,61157,7.3,37.8,34.7,20.1,5100,8.5,10.8,9.5,64121,59939,68303,31664,30585,1079,3.4,64121,113.2,287.0,249.7,97.8,87.6,7.9,6.7,27.04244084,23.14514789,0.881020697,45.36644769,36.84991429,25.0,15,41.9,31.4,838,22
465,13.11827957,15.05376344,11.1827957,10.96774194,11.61290323,9.892473118,13.5483871,8.817204301,5.806451613,97.20430108,0.0,0.430107527,0.215053763,0.0,2.150537634,465,5.7,26.4,40.0,27.9,60,12.9,17.5,15.8,46862,41792,51932,219,208,11,5.0,46862,78.5,239.2,214.5,88.2,80.3,6.8,6.2,0.251870139,0.198121775,0.022415237,0.215475507,0.303690312,26.6,5,44.3,36.5,1065,27
97892,10.99476975,11.5893025,12.06635884,11.12654762,12.66089159,14.50680342,13.98071344,9.260205124,3.814407715,95.24169493,1.332080252,0.629264904,1.284068157,0.049033629,1.463858129,97892,16.1,36.4,30.4,17.1,13466,13.9,23.0,20.9,47202,43526,50878,53097,51242,1855,3.5,47202,90.1,253.1,225.8,85.1,77.8,8.1,7.4,83.11408934,17.23590718,1.662860173,51.86677774,35.94669904,24.9,155,50.9,36.8,158,42
3582,12.67448353,12.25572306,10.10608599,10.83193747,10.46901173,12.67448353,13.5678392,10.18983808,7.230597432,93.52317141,3.015075377,0.837520938,0.474595198,0.083752094,2.06588498,3582,11.5,32.5,36.3,19.7,563,16.1,28.6,26.5,41180,37112,45248,1566,1515,51,3.3,41180,67.9,224.8,199.9,72.9,66.5,6.2,5.4,1.235523361,0.729208384,0.065270578,1.355331687,1.199580863,30.2,23,46.6,34.4,1508,43
6740,12.03264095,12.8041543,9.629080119,10.16320475,9.480712166,14.45103858,15.08902077,9.465875371,6.884272997,96.12759644,0.994065282,0.534124629,0.489614243,0.326409496,1.528189911,6740,8.6,38.6,38.1,14.7,731,11.1,17.5,16.5,55865,51814,59916,4311,4232,79,1.8,55865,93.0,218.2,193.1,84.8,77.9,6.9,6.5,4.104462881,1.821595649,0.251990957,2.729190199,4.614851346,30.1,151,47.6,35.9,612,15
26505,12.59385022,11.54876438,12.50707414,12.53725712,10.82059989,12.13355971,14.21241275,8.862478778,4.784003018,90.82437276,0.735710243,3.957743822,1.146953405,0.830032069,2.5051877,26505,14.2,28.5,36.8,20.5,3467,13.4,19.7,18.9,52269,47231,57307,13384,12806,578,4.3,52269,82.7,303.4,271.5,109.4,101.0,9.2,8.3,13.28819344,7.324001906,0.385806663,16.24815276,12.51025541,27.0,65,43.1,31.2,1372,37
5519,18.98894727,15.07519478,10.34607719,10.11052727,9.802500453,12.08552274,11.41511143,7.447001268,4.729117594,46.33085704,0.652292082,43.44990034,0.144953796,0.018119225,9.403877514,5519,13.1,37.9,36.8,12.2,1135,20.9,29.7,27.5,43162,39288,47036,2329,2223,106,4.6,43162,61.4,302.7,265.0,104.9,96.0,7.4,6.6,2.832688104,1.782232932,0.124913677,3.16218481,3.448404337,23.1,87,50.8,38.7,921,23
53621,13.30448891,13.07510117,13.19818728,13.09561552,11.63163686,14.02062625,11.78269708,6.708192686,3.183454244,66.79286101,30.08709274,0.703082747,0.939930251,0.027974115,1.449059137,53621,19.1,42.0,24.4,14.4,10179,19.3,27.5,26.6,46229,43684,48774,22399,21226,1173,5.2,46229,96.3,260.3,231.8,84.1,75.8,9.1,7.8,27.2018546,8.825644027,1.818059656,28.84731366,20.62001838,19.4,99,52.6,38.6,783,18
13111,12.98909313,12.25688353,11.73823507,12.1806117,12.65349706,13.45435131,13.32468919,7.314468767,4.088170239,92.81519335,4.042407139,0.381359164,0.549157196,0.411867897,1.800015254,13111,18.6,46.1,25.5,9.8,2329,18.4,22.0,22.3,47132,42012,52252,5862,5616,246,4.2,47132,93.9,230.9,214.6,77.3,72.9,8.3,7.6,8.60882123,2.893080345,0.308086649,5.794963166,5.574901273,23.7,233,53.6,37.9,440,17
42907,13.89982986,14.31934183,12.17516955,12.39424802,11.524926,11.77197194,11.90015615,7.968396765,4.045959867,93.001142,0.818048337,2.102221083,1.123359825,0.298319622,2.656909129,42907,18.2,29.0,33.6,19.2,4450,10.4,15.2,13.8,65912,62520,69304,21603,20452,1151,5.3,65912,89.0,278.8,246.3,100.6,91.7,6.9,6.1,17.29241396,10.86398612,0.523840001,21.34078614,25.15001398,22.5,17,38.3,30.7,240,47
32703,14.08127695,13.44219185,12.57988564,11.22526985,11.48824267,12.64715775,11.83989236,8.347857995,4.348224933,65.92361557,8.103232119,17.02596092,0.807265389,0.926520503,7.213405498,32703,16.9,43.5,26.3,13.2,6796,21.1,28.8,25.0,37390,34729,40051,14211,13435,776,5.5,37390,72.0,206.7,189.1,73.9,68.5,6.2,5.8,9.380256647,10.68237892,1.036721557,10.93948587,18.74392575,23.5,89,54.5,38.9,1338,36
14465,11.86311787,13.19045973,12.13273419,11.55893536,11.95990321,12.64431386,13.10750086,8.316626339,5.226408572,54.09609402,43.47735914,0.477013481,0.456273764,0.110611822,1.38264777,14465,19.5,45.8,21.3,13.4,3350,23.4,36.8,34.9,33566,29869,37263,5024,4699,325,6.5,33566,75.0,191.3,174.8,65.9,61.2,7.1,6.7,10.10336076,0.518245255,0.479497946,5.710384627,5.313224712,24.4,147,59.9,45.4,985,24
7027,16.37967838,18.08737726,11.71196812,11.65504483,11.25658176,10.95773445,9.819268536,6.005407713,4.12693895,92.21573929,2.177316067,3.358474456,0.868080262,0.128077416,1.252312509,7027,25.9,35.2,21.1,17.7,1087,15.8,26.1,24.1,45051,40390,49712,2655,2539,116,4.4,45051,74.3,224.8,199.9,72.9,66.5,6.2,5.4,2.42379192,1.430526888,0.128044765,2.658826288,2.35328161,21.4,17,48.9,37.3,1505,43
494228,10.55140542,13.10387109,11.4428968,11.67355957,13.36043284,16.07557645,11.89430789,7.323138309,4.574811625,83.24154034,3.765873241,0.313620434,10.74767112,0.041883503,1.889411365,494228,5.7,20.2,20.6,53.6,22980,4.7,5.0,4.8,112396,108789,116003,252984,244696,8288,3.3,112396,137.4,306.5,271.0,97.7,87.5,7.6,6.7,306.0728242,103.3002717,4.549206378,392.2303548,150.2347667,22.2,27,31.0,25.6,657,30
18988,11.51780072,13.19780914,11.68632821,11.79692437,13.32947124,14.29323783,12.38677059,8.679165789,3.1124921,93.66968612,2.849167896,0.658310512,1.10596166,0.110596166,1.606277649,18988,22.9,40.6,23.6,12.8,2469,13.0,19.5,18.7,55384,50597,60171,9538,9241,297,3.1,55384,94.5,228.7,202.9,79.1,71.9,7.0,6.1,8.691234116,6.005344944,0.261729792,8.985454502,6.156967719,22.9,11,44.5,32.4,341,10
63955,14.43045892,14.64936283,16.89312798,14.08646705,11.03901181,10.59494957,9.197091705,5.205222422,3.904307716,90.28848409,3.913689313,1.835665702,1.430693456,0.07817997,2.453287468,63955,5.1,25.4,36.0,33.5,7220,11.8,13.2,13.1,65914,61579,70249,35791,34766,1025,2.9,65914,93.8,302.7,265.0,104.9,96.0,7.4,6.6,32.82561472,20.6527826,1.447518427,36.64387199,39.96062681,17.7,27,33.7,29.0,13,23
859064,12.98308391,14.43699189,13.80374454,15.32260693,15.35240681,12.99961353,8.628809961,4.616536137,1.85620629,76.2726642,10.60386653,0.838703519,9.500223499,0.110934692,2.673607554,859064,7.5,18.1,29.9,44.5,62151,7.3,8.1,7.2,88384,85598,91170,482610,467289,15321,3.2,88384,145.8,224.8,199.9,72.9,66.5,6.2,5.4,296.3131325,174.8846094,15.65371397,325.0465271,287.6931141,13.6,121,42.7,34.7,1542,43
8233,11.5389287,12.35272683,10.79800802,10.87088546,11.30815013,14.19895542,14.51475768,9.194704239,5.222883518,95.33584356,0.898821815,1.008137981,0.947406778,0.012146241,1.797643629,8233,6.7,33.4,37.0,22.9,868,10.7,14.8,12.1,58371,52268,64474,4030,3836,194,4.8,58371,100.4,227.6,206.5,88.0,80.5,6.8,6.3,4.643160839,2.352685639,0.393056855,3.40743533,5.058839672,26.8,31,45.2,37.6,632,16
514213,12.63425857,12.82989734,13.54477619,13.35788866,12.74063472,13.07220938,11.25973089,7.096475585,3.464128678,76.3883838,18.46783337,0.49104165,2.616425489,0.082067159,1.954248531,514213,12.2,24.7,28.9,34.2,55837,11.1,14.6,13.4,61162,59659,62665,248725,241431,7294,2.9,61162,116.6,229.5,205.0,80.1,72.3,7.0,6.2,214.5197736,106.0967669,6.97871965,216.1380274,236.7707638,20.4,45,42.5,32.3,1423,40
692587,12.37649566,11.01854352,17.9298774,17.17098357,12.10490523,11.67275736,9.834576739,5.093944876,2.797915641,65.29215824,27.6697368,0.487159014,3.933657432,0.112188072,2.505100442,692587,11.4,22.7,25.6,40.3,102623,15.4,25.4,26.1,60799,59182,62416,396574,386136,10438,2.6,60799,116.1,253.1,225.8,85.1,77.8,8.1,7.4,588.0331161,121.944237,11.76475441,366.9580354,254.3232997,16.7,37,37.5,31.5,1206,42
235908,12.78761212,17.15584041,10.6910321,11.29932007,15.77013073,14.37043254,9.562202214,5.879410618,2.484019194,81.59960663,12.34718619,0.642199502,3.350034759,0.072909778,1.988063143,235908,10.2,25.0,30.0,34.8,16361,7.0,9.4,8.3,80428,77976,82880,121250,117099,4151,3.4,80428,149.2,255.0,223.5,86.2,78.1,7.1,6.2,107.1666756,96.37503453,2.544555367,114.8457802,91.42223926,16.3,179,40.3,32.0,161,33
32384,12.93848814,12.95083992,11.8916749,12.1819417,12.42588933,13.3090415,13.00024704,7.550024704,3.751852767,96.84412055,0.719491107,0.45701581,0.339673913,0.043231225,1.596467391,32384,15.5,41.8,27.5,15.3,5350,16.8,24.5,23.2,44726,40841,48611,12727,11892,835,6.6,44726,79.6,292.7,248.6,93.7,83.7,8.3,7.1,16.73022339,6.194532126,0.537450462,21.9024915,14.97658348,22.1,79,59.2,43.7,35,35
22192,12.29722422,12.87851478,13.36517664,12.65771449,13.04974766,13.13085797,11.45908435,7.49369142,3.667988464,49.14383562,48.11643836,0.626351839,0.901225667,0.072098053,1.140050469,22192,25.3,38.2,25.5,11.1,5849,29.3,39.6,37.1,36788,32867,40709,8408,7956,452,5.4,36788,62.7,228.7,202.9,79.1,71.9,7.0,6.1,10.15777689,7.018675742,0.305893593,10.50164348,7.195883065,21.8,205,52.6,40.3,406,10
16927,11.79771962,11.67956519,12.45938442,11.92768949,11.75045785,14.11354641,13.32191174,8.713889053,4.235836238,95.81142553,2.623028298,0.478525433,0.206770249,0.029538607,0.85071188,16927,13.1,43.4,31.2,12.2,2406,15.7,23.7,22.8,49639,44695,54583,7169,6883,286,4.0,49639,89.1,230.8,212.0,80.3,74.4,6.5,6.1,8.734309113,2.137414191,0.333891921,6.65507306,8.405476161,24.0,121,49.5,39.2,560,14
11964,12.42059512,13.11434303,10.38114343,10.45636911,10.53159478,14.41825476,14.20093614,8.559010364,5.91775326,97.87696423,0.860916082,0.150451354,0.35105316,0.016716817,0.743898362,11964,7.7,43.5,31.8,16.9,1019,8.6,11.9,11.1,64190,58883,69497,6407,6234,173,2.7,64190,106.9,218.2,193.1,84.8,77.9,6.9,6.5,7.285726099,3.23346741,0.447302643,4.844515065,8.191703486,27.0,37,42.4,35.0,589,15
1218452,10.34927925,10.96046459,13.9418705,14.06251539,11.15037769,13.36187228,13.32502224,7.599724897,5.24887316,80.06511541,13.41316687,0.159382561,4.102582621,0.036193465,2.223559073,1218452,5.7,27.8,25.8,40.7,138397,11.7,15.0,13.8,59881,58402,61360,645169,619110,26059,4.0,59881,98.3,320.5,273.3,100.8,88.2,8.7,7.2,666.2590287,539.3434862,18.93267838,987.1631703,685.3819852,24.7,3,41.7,31.9,1374,38
94632,13.94665652,11.42002705,15.79275509,14.94526165,10.54400203,12.40595148,10.98782653,6.270606137,3.686913518,40.32673937,54.42767774,0.515681799,1.531194522,0.157452025,3.041254544,94632,12.5,29.8,36.5,21.3,17540,19.2,29.1,26.5,47343,44163,50523,44095,42303,1792,4.1,47343,65.2,263.2,231.8,90.3,81.7,7.3,6.3,49.7508532,23.35334824,1.066565857,47.19553916,41.4294175,20.0,740,53.0,42.9,1749,46
8645,12.53903991,12.60844419,11.00057837,9.84384037,10.45691151,14.30884905,14.11220359,8.953152111,6.176980914,97.89473684,0.43956044,0.30075188,0.3470214,0.06940428,0.948525159,8645,7.2,41.6,34.2,17.0,1290,15.1,24.1,24.6,49956,45451,54461,4467,4378,89,2.0,49956,83.2,218.2,193.1,84.8,77.9,6.9,6.5,5.264552167,2.336453173,0.323213921,3.500571108,5.919197312,28.6,117,46.3,37.4,602,15
4081,12.57044842,11.63930409,10.41411419,9.99754962,10.61014457,13.23205097,14.26121049,9.213428081,8.061749571,93.06542514,0.882136731,4.778240627,0.098015192,0.0,1.176182308,4081,8.1,35.4,37.3,19.2,447,11.6,14.8,12.2,47360,42194,52526,1794,1737,57,3.2,47360,72.6,237.6,217.1,87.0,79.6,10.5,9.7,2.453721136,1.218806779,0.209398521,1.884586693,3.151716208,30.6,69,51.5,39.9,413,34
6221,12.73107217,12.1202379,11.05931522,10.14306382,12.85966886,14.56357499,12.60247549,8.808873172,5.111718373,93.26474843,3.64893104,1.028773509,0.546535927,0.562610513,0.948400579,6221,15.5,49.3,23.1,12.2,935,15.3,21.3,20.2,41978,37760,46196,2811,2723,88,3.1,41978,77.1,273.1,236.3,86.6,79.0,7.0,6.3,3.469733706,0.675262779,0.123882795,3.869814209,2.778224003,25.4,211,52.0,37.0,569,25
3618,11.91265893,11.96793809,9.618573798,10.1713654,10.06080708,14.12382532,13.95798784,10.97291321,7.213930348,93.39414041,0.276395799,2.26644555,1.050304035,0.11055832,2.902155887,3618,11.5,33.8,36.6,18.2,443,12.5,16.6,14.7,46986,41884,52088,2016,1963,53,2.6,46986,78.7,239.2,214.5,88.2,80.3,6.8,6.2,1.959712181,1.541515228,0.174405007,1.676538459,2.362906553,31.5,105,47.1,37.9,1088,27
64889,11.60135,11.92806177,10.47018755,11.58593907,10.38388633,13.91607206,14.72360493,10.10186626,5.289032039,96.01319176,0.849142382,0.989381868,0.486985468,0.033904052,1.627394474,64889,6.3,30.3,39.1,24.3,8105,12.6,16.6,14.8,53481,50120,56842,32232,30968,1264,3.9,53481,76.1,302.7,265.0,104.9,96.0,7.4,6.6,33.30500061,20.95439622,1.468658013,37.17901977,40.54421254,28.3,35,41.0,30.4,903,23
8058,12.07495656,13.3655994,10.13899231,10.97046414,10.7719037,14.63142219,13.66344006,8.078927774,6.304293869,97.61727476,0.608091338,0.446760983,0.521221147,0.012410027,0.794241747,8058,7.9,37.7,34.6,19.9,717,9.1,10.9,9.4,57208,51321,63095,4533,4428,105,2.3,57208,95.8,239.2,214.5,88.2,80.3,6.8,6.2,4.36466577,3.433258625,0.38843437,3.733982008,5.262659205,26.9,23,44.0,34.9,6,27
35636,18.18385902,15.59378157,12.3105848,10.73352789,10.55393422,11.32281962,10.38837131,6.37276911,4.540352453,97.76630374,0.600516332,0.322707375,0.367605792,0.047704568,0.895162196,35636,15.9,39.7,29.0,15.3,4056,11.6,21.7,22.4,56693,51600,61786,17494,17038,456,2.6,56693,101.7,230.8,212.0,80.3,74.4,6.5,6.1,18.38812782,4.499845933,0.702934513,14.0107629,17.69584383,20.4,1,46.4,35.3,222,14
874759,11.10591603,12.02171112,13.36585277,12.199703,12.75471301,14.69570476,12.33322549,7.25434091,4.268832901,80.81311538,12.23514134,0.329462172,4.14925711,0.034180843,2.438843156,874759,10.3,29.7,35.4,24.5,95731,11.0,16.0,14.6,62191,60766,63616,445483,427445,18038,4.0,62191,109.8,287.0,249.7,97.8,87.6,7.9,6.7,386.8014864,331.0565663,12.60167739,648.8988737,527.082659,22.3,99,44.8,33.8,867,22
32106,10.48402168,10.73319629,12.78265745,13.65476858,12.82314832,13.96935152,12.54282689,7.764903756,5.245125522,87.33258581,10.46533358,0.314582944,0.507693266,0.0716377,1.308166698,32106,16.6,39.3,31.4,12.8,3834,13.8,17.8,16.4,53607,48835,58379,14202,13572,630,4.4,53607,82.4,284.4,240.5,99.6,87.2,7.0,5.8,12.5061673,6.279542394,0.471217668,24.31936743,15.255357,24.8,157,50.3,36.6,55,13
14275,9.828371278,13.82837128,13.59019264,9.19089317,10.76707531,13.57618214,14.70402802,9.162872154,5.352014011,37.45008757,60.40630473,0.42732049,0.525394046,0.077057793,1.113835377,14275,17.7,33.2,30.4,18.7,3605,26.7,39.1,37.1,36230,32776,39684,4990,4665,325,6.5,36230,69.1,229.5,205.0,80.1,72.3,7.0,6.2,5.955255445,2.945338502,0.193735326,6.000179579,6.57296228,26.3,9,56.3,42.1,1411,40
309461,11.64831756,12.97869522,11.79276225,11.59273705,12.54019085,14.12843622,13.02781287,7.823926117,4.467121867,86.20084599,9.022784777,0.370967586,1.347181066,0.074322774,2.983897809,309461,10.3,31.5,34.1,24.0,42562,14.2,21.6,19.0,59265,56119,62411,152368,144148,8220,5.4,59265,105.5,292.7,248.6,93.7,83.7,8.3,7.1,159.8737544,59.19485259,5.135868248,209.2998679,143.1159987,23.5,93,45.7,35.2,1299,35
17142,10.31968265,12.19810991,14.67156691,12.30311516,11.2647299,13.72651966,13.70901878,8.00373352,3.80352351,33.78835608,64.18737604,0.437521876,0.420021001,0.0233345,1.143390503,17142,21.3,42.1,24.3,12.3,4376,28.1,42.8,43.9,33199,29978,36420,6586,6284,302,4.6,33199,63.3,229.5,205.0,80.1,72.3,7.0,6.2,7.151312703,3.536882143,0.232645251,7.205259428,7.893080169,23.2,61,52.2,42.4,40,40
484411,12.30752398,13.53540692,12.52283701,12.45347443,12.41714164,13.41588032,12.26644316,6.931304202,4.149988336,71.25065285,24.50109514,0.551391277,1.693396723,0.059660082,1.943803919,484411,11.9,35.0,31.0,22.1,74864,15.7,24.6,25.2,55280,53202,57358,232368,220886,11482,4.9,55280,99.2,230.8,212.0,80.3,74.4,6.5,6.1,249.955421,61.16777607,9.555202889,190.4525667,240.5449939,21.5,89,50.5,40.9,182,14
18743,13.82916289,15.37640719,19.97012218,11.17750627,10.00907005,10.11577656,9.822333671,5.916875634,3.782745558,91.05799498,2.801045724,2.235501254,1.424531825,0.208077682,2.27284853,18743,19.1,29.7,26.1,25.1,3979,22.6,27.6,29.0,41700,37374,46026,7875,7533,342,4.3,41700,88.0,244.8,213.8,91.1,82.1,7.7,7.3,9.141495675,4.75858679,0.366733192,8.756873059,10.15224813,17.7,41,44.6,33.8,1053,31
54012,10.05147004,12.26023847,12.13248908,10.53099311,12.69902985,15.05035918,13.53217803,9.520106643,4.223135599,95.43990224,2.11064208,0.499888914,0.575797971,0.057394653,1.316374139,54012,15.5,38.9,29.1,16.4,7241,13.8,20.9,20.0,49611,45433,53789,24009,23092,917,3.8,49611,94.7,253.1,225.8,85.1,77.8,8.1,7.4,45.85827436,9.509927459,0.917484612,28.61754178,19.83362388,25.7,89,53.9,39.3,36,42
42454,14.97149856,15.70641165,12.42992415,14.27898431,13.53936025,11.93527112,9.626890281,5.288076506,2.223583172,87.48292269,8.508032223,1.031704904,1.283742404,0.115419042,1.578178735,42454,12.7,29.1,36.7,21.5,3593,8.5,10.9,10.1,89513,80633,98393,19157,18121,1036,5.4,89513,147.6,224.8,199.9,72.9,66.5,6.2,5.4,14.64346978,8.642605449,0.773589363,16.06344261,14.21747794,16.1,71,44.9,37.2,8,43
277097,12.40107255,12.16721942,13.14882514,13.01962851,11.86876798,13.55554192,12.54470456,7.117724118,4.176515805,71.91813697,19.18967004,0.417182431,4.974070452,0.090581998,3.410358106,277097,10.3,33.6,25.6,30.5,35730,13.2,20.5,20.3,57979,54972,60986,142393,136730,5663,4.0,57979,95.2,320.5,273.3,100.8,88.2,8.7,7.2,151.5187944,122.6560111,4.305617605,224.497931,155.8676845,22.3,43,41.1,32.2,1385,38
114772,9.945805597,14.02084132,20.38214896,10.16188617,10.52521521,11.93932318,11.00965392,7.528839787,4.486285854,88.80650333,7.170738508,0.291883038,1.370543338,0.063604363,2.296727425,114772,10.7,34.6,30.5,24.3,23799,22.5,27.0,24.2,43096,39846,46346,54159,51986,2173,4.0,43096,77.3,230.8,212.0,80.3,74.4,6.5,6.1,59.22219682,14.49254454,2.263924118,45.1241239,56.99257458,22.0,35,45.1,33.5,543,14
370200,14.41220962,14.45380875,12.47839006,15.08562939,13.96758509,12.37520259,9.635332253,5.156942193,2.434900054,75.33684495,14.68908698,0.828741221,6.993787142,0.099135602,2.052404106,370200,12.3,25.3,32.7,29.7,36342,10.1,13.1,12.9,74225,70285,78165,175989,168025,7964,4.5,74225,122.4,224.8,199.9,72.9,66.5,6.2,5.4,127.6914428,75.36374752,6.745719657,140.0736433,123.9767827,16.5,39,43.8,35.7,1515,43
